Progeny;TreeNb;Treatment;NbLeaf;Status;NewLeafDate;PruningLeafDate;DryLeafDate;BrokenLeafDate;HarvestingBunchDate;SpatheOpeningDate;BunchSex;PetioleLength;PetioleFW;PetSampleFW;PetSampleDW;PetioleWaterContent;PetioleDW;RachisLength;RachisFW;RacSampleFW;RacSampleDW;RachisWaterContent;RachisDW;LeafletNbRigth;LeafletNbLeft;LeafletTotNb;LeafletFW;LeafSampleFW;LeafSampleDW;LeafletWaterContent;LeafletDW;BunchFW;BunchDW;PeduncleFW;PedSampleFW;PedSampleDW;PeduncleWaterContent;PeduncleDW;SpikeletFW;SpiSampleFW;SpiSampleDW;SpikeletWaterContent;SpikeletDW;ParthenoFruitNb;ParthenoFruitFW;ParthenoSampleFW;ParthenoSampleDW;ParthenoFruitWaterContent;ParthenoFruitDW;FruitNb;FruitFW;FruitSampleFW;FruitSampleDW;FruitWaterContent;FruitDW;PulpSampleFW;PulpSampleDW;NutSampleFW;NutSampleDW
83;D3;Control;-62;;14/01/10;;;;;23/09/10;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-63;;11/02/10;12/08/11;;;07/03/11;07/10/10;F;144,00;4500,00;222,00;59,10;0,73;1198,00;612,00;4400,00;229,00;76,40;0,67;1467,90;182,00;184,00;366,00;3200,00;208,40;93,70;0,55;1438,80;17800,00;11392,00;1340,00;213,00;113,00;0,47;710,90;3870,00;216,00;135,20;0,37;2422,30;247,00;260,00;27,00;14,30;0,47;137,70;1450,00;12330,00;133,00;88,00;0,30;8121,10;99,00;59,80;34,00;27,80
83;D3;Control;-64;;25/02/10;26/09/11;;;29/04/11;19/11/10;F;150,00;4350,00;232,10;126,90;0,45;2378,30;615,00;4600,00;295,70;146,40;0,50;2277,40;180,00;181,00;361,00;2950,00;240,60;148,20;0,38;1817,10;14520,00;8132,00;1020,00;243,00;115,50;0,52;484,80;4200,00;211,00;82,10;0,61;1634,20;660,00;600,00;29,00;6,90;0,76;142,80;1207,00;8700,00;111,00;75,00;0,30;5870,50;94,00;61,60;17,00;13,30
83;D3;Control;-65;;25/03/10;;;;13/05/11;04/11/10;F;;;;;;;;;;;;;;;;;;;;;14570,00;7764,00;1150,00;219,00;54,10;0,75;284,10;3130,00;206,00;80,90;0,61;1229,20;810,00;800,00;28,00;3,60;0,87;102,90;1191,00;9490,00;117,00;76,00;0,40;6148,20;94,00;59,00;23,00;16,80
83;D3;Control;-66;;08/04/10;;;;04/06/11;02/12/10;F;;;;;;;;;;;;;;;;;;;;;14910,00;8329,00;1180,00;215,00;59,40;0,72;326,00;3200,00;205,00;75,00;0,63;1170,70;860,00;780,00;28,00;8,50;0,70;236,80;1160,00;9750,00;123,00;83,00;0,30;6595,10;97,00;63,00;26,00;20,20
83;D3;Control;-67;;06/05/10;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-68;;20/05/10;;;;;;A;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-69;;03/06/10;;;;;;A;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-70;;01/07/10;;;;;;A;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-71;;15/07/10;12/08/11;;;;;A;;;;;;;634,00;5300,00;250,20;76,30;0,70;1616,30;179,00;186,00;365,00;3250,00;243,10;122,20;0,50;1633,70
83;D3;Control;-72;;29/07/10;;;;;;A;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-73;;26/08/10;14/10/11;;;;14/09/11;F;115,00;3100,00;232,60;84,10;0,64;1120,90;650,00;4450,00;240,50;76,50;0,68;1415,50;185,00;184,00;369,00;3500,00;245,80;172,70;0,30;2459,10
83;D3;Control;-74;;23/09/10;;;;;27/08/11;F;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-75;;07/10/10;;;;;28/09/11;F;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-76;;04/11/10;;;;;15/10/11;F;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-77;;02/12/10;;;;;26/10/11;M;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-78;;16/12/10;;;;;11/11/11;M;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-79;;13/01/11;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-80;;10/02/11;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-81;;09/03/11;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-82;;06/04/11;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-83;;04/05/11;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-84;;19/05/11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-85;;16/06/11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-86;;18/07/11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-87;;27/07/11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-88;;14/09/11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-89;;28/09/11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-90;;15/10/11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D3;Control;-91;;26/10/11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;35;harvest;;06/02/07;20/10/06;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;34;harvest;;30/01/07;;;;;A;125,00;3950,00;225,40;53,80;0,76;942,80;616,00;5400,00;202,10;56,80;0,72;1517,70;188,00;178,00;366,00;2950,00;240,30;98,30;0,59;1206,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;30;harvest;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;29;harvest;;30/01/07;;;30/01/07;28/07/06;F;133,00;4500,00;191,60;48,00;0,75;1127,30;619,00;5700,00;152,80;43,10;0,72;1607,80;190,00;180,00;370,00;3150,00;164,20;69,30;0,58;1329,40;8960,00;4241,00;950,00;215,50;31,60;0,85;139,30;2000,00;233,20;98,50;0,58;844,80;1131,00;1350,00;55,00;7,00;0,87;171,80;610,00;4660,00;241,80;160,10;0,30;3085,50;207,00;135,10;34,80;25,00
83;D4;Control;28;harvest;;06/02/07;;;;;A;136,00;4750,00;143,30;26,60;0,81;881,70;635,00;6350,00;168,30;32,60;0,81;1230,00;198,00;180,00;378,00;4300,00;134,60;58,60;0,56;1872,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;27;harvest;;06/02/07;;10/08/06;;;A;138,00;4600,00;167,50;34,20;0,80;939,20;627,00;5900,00;165,50;32,40;0,80;1155,00;186,00;191,00;377,00;2900,00;217,80;91,70;0,58;1221,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;26;harvest;;06/03/07;;;;;A;146,00;5240,00;118,80;32,40;0,73;1429,10;641,00;6200,00;81,90;23,60;0,71;1786,60;192,00;186,00;378,00;3120,00;186,10;83,90;0,55;1406,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;25;harvest;;27/03/07;;;27/03/07;20/10/06;F;153,00;5150,00;187,10;51,70;0,72;1423,10;631,00;6500,00;227,90;69,00;0,70;1968,00;197,00;187,00;384,00;3150,00;125,60;51,90;0,59;1301,60;27530,00;16610,00;1240,00;264,90;37,20;0,86;174,10;4520,00;207,80;68,10;0,67;1481,30;539,00;370,00;49,70;6,70;0,87;49,90;1466,00;21400,00;185,50;129,20;0,30;14905,00;140,50;96,30;45,00;32,90
83;D4;Control;24;harvest;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;23;harvest;;06/03/07;;;;;A;145,00;5400,00;118,50;30,60;0,74;1394,40;619,00;4310,00;70,80;20,00;0,72;1217,50;187,00;190,00;377,00;3100,00;161,70;66,10;0,59;1267,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;22;harvest;;;;08/08/07;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;21;harvest;;;;08/10/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;20;harvest;;06/02/07;;;06/02/07;11/08/06;F;153,00;5600,00;160,60;32,60;0,80;1136,70;665,00;6500,00;190,00;51,90;0,73;1775,50;202,00;198,00;400,00;3400,00;211,90;93,50;0,56;1500,20;18700,00;10422,00;1050,00;283,20;40,50;0,86;150,20;3900,00;208,50;86,60;0,58;1619,90;1054,00;1300,00;60,20;8,20;0,86;177,10;1108,00;12450,00;256,80;174,80;0,30;8474,50;217,40;146,10;39,40;28,70
83;D4;Control;19;harvest;;06/02/07;;24/09/06;06/02/07;11/08/06;F;156,00;5300,00;138,40;26,90;0,81;1030,10;664,00;6200,00;147,70;30,70;0,79;1288,70;196,00;191,00;387,00;3300,00;184,00;80,00;0,57;1434,80;24640,00;13178,00;1490,00;192,70;26,70;0,86;206,50;3400,00;166,30;62,00;0,63;1267,60;1316,00;1850,00;42,40;6,10;0,86;266,20;2062,00;17900,00;216,90;138,60;0,40;11438,20;175,70;107,50;41,20;31,10
83;D4;Control;18;harvest;;06/03/07;;;06/03/07;20/10/06;F;153,00;6000,00;133,10;34,50;0,74;1555,20;665,00;6450,00;81,00;23,10;0,71;1839,40;213,00;198,00;411,00;3120,00;180,20;80,00;0,56;1385,10;22340,00;13246,00;1150,00;145,00;17,40;0,88;138,00;340,00;101,70;37,20;0,63;124,40;262,00;460,00;59,60;7,70;0,87;59,40;2174,00;20390,00;236,80;150,10;0,40;12924,60;206,60;127,40;30,20;22,70
83;D4;Control;17;harvest;;;;25/01/07;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;16;dry;;;28/06/07;20/10/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;15;harvest;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;14;harvest;;18/05/07;;25/01/07;18/05/07;07/11/06;F;143,00;5050,00;144,90;34,90;0,76;1216,30;636,00;5350,00;117,40;39,70;0,66;1809,20;198,00;185,00;383,00;3350,00;202,40;85,80;0,58;1420,10;13870,00;7652,00;1420,00;301,30;42,90;0,86;202,20;2950,00;184,20;68,50;0,63;1097,00;1460,00;100,00;20,30;2,60;0,87;12,80;1460,00;9400,00;166,50;112,30;0,30;6340,10;128,50;84,40;38,00;27,90
83;D4;Control;13;harvest;;02/06/07;;26/07/07;02/06/07;10/01/07;F;154,00;5600,00;195,10;47,10;0,76;1351,90;638,00;6150,00;190,20;52,00;0,73;1681,40;191,00;188,00;379,00;2900,00;204,00;89,30;0,56;1269,50;19500,00;11072,00;1200,00;251,90;32,70;0,87;155,80;3100,00;118,00;40,60;0,66;1066,60;351,00;100,00;37,00;4,60;0,88;12,40;1687,00;15100,00;195,40;127,30;0,30;9837,40;151,00;94,20;44,40;33,10
83;D4;Control;12;harvest;;;;20/10/06;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;11;harvest;;;;15/02/07;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;10;harvest;;11/01/08;;15/02/07;;;A;150,00;5350,00;181,20;44,60;0,75;1316,80;750,00;5500,00;193,40;52,60;0,73;1495,90;181,00;187,00;368,00;3000,00;147,00;62,00;0,58;1265,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;9;harvest;;12/09/06;;09/04/07;08/06/07;10/01/07;F;95,00;2340,00;154,70;37,70;0,76;570,30;664,00;6350,00;163,50;45,20;0,72;1755,50;192,00;198,00;390,00;3300,00;272,00;109,00;0,60;1322,40;15880,00;8973,00;1200,00;343,90;48,70;0,86;169,90;2800,00;229,80;95,40;0,58;1162,40;470,00;280,00;42,60;5,20;0,88;34,20;1381,00;11600,00;186,20;122,10;0,30;7606,70;152,50;96,90;33,70;25,20
83;D4;Control;8;harvest;;11/01/08;;;;;A;151,00;5350,00;173,60;44,00;0,75;1356,00;623,00;4300,00;185,20;51,00;0,72;1184,10;183,00;191,00;374,00;3250,00;160,10;69,80;0,56;1416,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;7;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;6;harvest;;25/01/08;;07/05/07;;;A;156,00;5100,00;191,10;50,20;0,74;1339,70;610,00;5000,00;182,70;54,00;0,70;1477,80;188,00;190,00;378,00;2700,00;209,90;90,10;0,57;1159,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;5;harvest;;10/12/07;;;;26/07/07; F;;;;;;;621,00;5150,00;117,20;34,50;0,71;1516,00;198,00;194,00;392,00;3100,00;194,50;80,80;0,58;1287,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;5;harvest;;25/01/08;;;;;A;160,00;5950,00;282,30;70,80;0,75;1492,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;4;;;;;;;26/07/07;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;3;harvest;;;;16/05/07;;26/07/07;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;2;;;26/06/08;;;;08/08/07;M;;;;;;;622,00;5100,00;105,80;33,10;0,69;1595,60;198,00;199,00;397,00;2350,00;149,30;62,00;0,58;975,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;1;;;26/06/08;;;25/01/08;22/08/07;F;;;;;;;632,00;5300,00;106,10;33,00;0,69;1648,40;195,00;215,00;410,00;3200,00;124,50;49,70;0,60;1277,40;16650,00;8629,00;900,00;168,00;23,10;0,86;123,80;3550,00;137,40;38,30;0,72;989,60;436,00;700,00;48,90;6,80;0,86;97,30;1147,00;11500,00;264,00;170,30;0,40;7418,40;208,90;133,10;55,10;37,20
83;D4;Control;-1;harvest;10/08/06;23/09/07;;02/10/07;11/01/08;05/09/07;F;;;;;;;621,00;5800,00;185,60;53,10;0,71;1659,40;198,00;173,00;371,00;3200,00;241,60;104,80;0,57;1388,10;16850,00;9444,00;900,00;175,80;29,40;0,83;150,50;3050,00;82,00;26,00;0,68;967,10;306,00;500,00;40,00;6,10;0,85;76,30;956,00;12400,00;257,30;171,20;0,30;8250,60;208,10;136,80;49,20;34,40
83;D4;Control;-2;;16/08/06;02/01/09;;;;19/09/07;M;;;;;;;623,00;5220,00;147,60;44,00;0,70;1556,10;198,00;204,00;402,00;2900,00;92,20;40,20;0,56;1264,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-3;;24/08/06;;31/12/08;14/11/07;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-4;;24/09/06;;31/12/08;22/08/07;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-5;;09/01/07;;;02/10/07;;22/08/07;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-6;harvest;09/01/07;10/12/07;;28/11/07;;19/09/07;M;;;;;;;721,00;5100,00;130,70;36,00;0,72;1404,70;183,00;187,00;370,00;3000,00;152,40;60,30;0,60;1187,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-7;;25/01/07;07/10/08;;;;19/09/07;M;;;;;;;647,00;5900,00;163,50;44,60;0,73;1609,40;206,00;204,00;410,00;3500,00;122,40;48,40;0,60;1384,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-8;;25/01/07;;31/12/08;;;02/10/07;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-9;;15/02/07;14/06/08;;;;02/10/07;M;;;;;;;600,00;4750,00;182,90;52,70;0,71;1368,60;200,00;201,00;401,00;3150,00;129,80;55,20;0,57;1339,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-10;;09/03/07;;12/12/08;;;02/10/07;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-11;;09/03/07;;28/01/09;;;31/10/07;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-12;;23/03/07;24/03/09;;;;14/11/07;M;140,00;4880,00;200,50;53,80;0,73;1309,40;546,00;4220,00;136,40;36,10;0,74;1116,90;202,00;204,00;406,00;2560,00;67,00;27,10;0,60;1035,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-13;;09/04/07;24/03/09;;;;12/12/07;M;148,00;5240,00;169,80;43,90;0,74;1354,70;556,00;4460,00;167,00;50,10;0,70;1338,00;206,00;204,00;410,00;2360,00;74,40;30,00;0,60;951,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-14;;23/04/07;;;;13/06/08;26/12/07;F;;;;;;;;;;;;;;;;;;;;;24600,00;13808,00;1500,00;202,00;27,80;0,86;206,40;3600,00;177,10;54,40;0,69;1105,80;208,00;400,00;62,00;7,70;0,88;49,70;1725,00;19100,00;316,60;206,30;0,30;12445,80;255,10;166,80;61,50;39,50
83;D4;Control;-15;;07/05/07;07/10/08;;;;09/01/08;M;;;;;;;585,00;5300,00;267,80;69,50;0,74;1375,50;196,00;200,00;396,00;2520,00;57,80;22,00;0,62;959,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-16;;30/05/07;;;;;24/01/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-17;;13/06/07;25/01/08;;09/01/08;;06/03/08;M;105,00;2600,00;;;;;595,00;4050,00;135,30;46,40;0,66;1388,90;196,00;168,00;364,00;1600,00;107,90;64,00;0,41;949,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-18;;11/07/07;;20/05/09;;;19/03/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-19;;26/07/07;;;;;19/03/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-20;;08/08/07;28/04/09;;;08/10/08;18/04/08;F;131,00;4720,00;200,70;57,00;0,72;1340,50;656,00;5740,00;134,60;38,60;0,71;1646,10;198,00;206,00;404,00;3200,00;99,10;39,10;0,61;1262,60;28400,00;14652,00;1500,00;141,60;20,90;0,85;221,40;6300,00;132,50;37,50;0,72;1783,00;288,00;1100,00;80,60;10,20;0,87;139,20;1654,00;19500,00;314,90;202,00;0,40;12508,70;269,00;168,60;45,90;33,40
83;D4;Control;-21;;05/09/07;22/05/09;10/11/09;;;16/05/08;M;133,00;4400,00;112,80;32,50;0,71;1267,70;649,00;5780,00;128,10;37,00;0,71;1669,50;200,00;192,00;392,00;3280,00;88,90;37,40;0,58;1379,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-22;;02/10/07;12/06/09;;;;;A;121,00;3980,00;104,10;29,30;0,72;1120,20;640,00;6140,00;141,30;39,90;0,72;1733,80;204,00;200,00;404,00;3300,00;78,90;34,60;0,56;1447,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-23;;17/10/07;20/10/09;;;;26/06/08;M;124,00;3640,00;82,30;24,50;0,70;1083,60;636,00;5740,00;78,10;26,10;0,67;1918,20;208,00;212,00;420,00;3620,00;55,00;24,60;0,55;1619,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-24;;31/10/07;17/07/09;;;;26/06/08;M;141,00;4800,00;74,60;19,90;0,73;1280,40;560,00;5900,00;78,30;24,00;0,69;1808,40;221,00;217,00;438,00;3200,00;104,00;43,80;0,58;1347,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-25;;14/11/07;07/08/09;;;;26/06/08;M;124,00;3720,00;88,90;23,60;0,73;987,50;639,00;5700,00;100,00;28,30;0,72;1613,10;204,00;205,00;409,00;3040,00;69,30;29,70;0,57;1302,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-26;;12/12/07;;20/10/09;;;24/07/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-27;;26/12/07;;20/10/09;;;07/08/08;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-28;;09/01/07;07/08/09;;;;03/09/08;M;97,00;3200,00;72,00;18,60;0,74;826,70;617,00;5700,00;92,40;25,60;0,72;1579,20;194,00;199,00;393,00;3080,00;78,60;33,90;0,57;1328,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-29;;24/01/08;22/05/09;;;;17/09/08;M;136,00;5040,00;152,30;42,90;0,72;1419,70;593,00;5400,00;173,50;49,10;0,72;1528,20;192,00;188,00;380,00;2940,00;95,90;39,80;0,58;1220,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-30;;21/02/08;12/06/09;;;;09/10/08;M;131,00;4640,00;133,70;32,60;0,76;1131,40;591,00;6600,00;118,30;30,80;0,74;1718,30;196,00;192,00;388,00;3100,00;71,40;29,30;0,59;1272,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-31;;06/03/08;10/11/09;;;;05/11/08;M;117,00;3400,00;122,60;32,10;0,74;890,20;575,00;3440,00;72,10;31,20;0,57;1488,60;197,00;182,00;379,00;3440,00;72,10;31,20;0,57;1488,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-32;;19/03/08;17/07/09;;;;05/11/08;M;139,00;5680,00;95,10;23,70;0,75;1415,50;588,00;6720,00;84,90;22,90;0,73;1812,60;194,00;192,00;386,00;3760,00;109,00;44,80;0,59;1545,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-33;;03/04/08;07/08/09;;;;19/11/08;M;127,00;5780,00;94,70;23,80;0,75;1452,60;574,00;5380,00;101,60;27,60;0,73;1461,50;193,00;198,00;391,00;3100,00;83,40;35,90;0,57;1334,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-34;;18/04/08;;20/10/09;;22/05/09;17/12/08;F;;;;;;;;;;;;;;;;;;;;;33370,00;17930,00;2250,00;167,80;24,90;0,85;333,90;6400,00;195,20;63,60;0,67;2085,20;410,00;1600,00;113,80;22,00;0,81;309,30;1645,00;23120,00;317,10;208,50;0,30;15201,90;271,00;175,40;46,10;33,10
83;D4;Control;-35;;01/05/08;20/10/09;;24/09/09;12/06/09;17/12/08;F;130,00;3640,00;81,80;23,20;0,72;1032,40;596,00;5400,00;89,20;25,30;0,72;1531,60;198,00;196,00;394,00;3600,00;66,40;28,30;0,57;1534,30;38740,00;21594,00;2400,00;155,90;21,30;0,86;327,90;7500,00;164,60;53,00;0,68;2414,90;316,00;940,00;107,20;14,00;0,87;122,80;1930,00;27900,00;298,10;200,10;0,30;18727,90;252,00;167,10;46,10;33,00
83;D4;Control;-36;;28/05/08;;20/10/09;24/09/09;;14/01/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-37;;12/06/08;;08/10/09;;17/07/09;12/02/09;F;;;;;;;;;;;;;;;;;;;;;33860,00;18903,00;2000,00;151,90;22,80;0,85;300,20;6700,00;143,50;50,50;0,65;2357,80;368,00;1160,00;93,80;12,00;0,87;148,40;1872,00;24000,00;306,10;205,30;0,30;16096,70;254,90;168,10;51,20;37,20
83;D4;Control;-38;;12/06/08;20/10/09;;08/10/09;07/08/09;12/02/09;F;147,00;5500,00;100,80;25,20;0,75;1375,00;604,00;5660,00;86,50;23,00;0,73;1505,00;204,00;201,00;405,00;3500,00;62,60;26,80;0,57;1498,40;30410,00;16928,00;1840,00;157,00;22,90;0,85;268,40;6100,00;127,20;43,50;0,66;2086,10;380,00;1000,00;80,50;13,00;0,84;161,50;1947,00;21470,00;297,20;199,50;0,30;14412,10;244,00;161,30;53,20;38,20
83;D4;Control;-39;;10/07/08;;17/06/10;;;25/02/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-40;;24/07/08;05/12/09;;;;11/03/09;M;128,00;4740,00;144,00;35,60;0,75;1171,80;609,00;5900,00;169,40;39,70;0,77;1382,70;188,00;186,00;405,00;4500,00;104,20;35,90;0,66;1550,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-41;;07/08/08;12/12/09;;;;25/03/09;M;134,00;5840,00;130,00;25,50;0,80;1145,50;616,00;5460,00;170,90;43,70;0,74;1396,10;192,00;200,00;405,00;3640,00;88,00;37,20;0,58;1538,70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-42;;20/08/08;16/01/10;;;10/10/09;22/04/09;F;142,00;5140,00;126,80;30,90;0,76;1252,60;605,00;5960,00;129,70;34,10;0,74;1567,00;189,00;184,00;373,00;3740,00;94,50;41,50;0,56;1642,40;33060,00;17171,00;2120,00;91,50;15,70;0,83;363,80;6600,00;105,90;35,20;0,67;2193,80;190,00;340,00;42,50;5,70;0,87;45,60;2690,00;24000,00;226,00;137,30;0,40;14567,60;173,40;97,40;52,80;39,90
83;D4;Control;-43;;17/09/08;13/02/10;;;24/10/09;06/05/09;F;125,00;4100,00;110,50;28,60;0,74;1061,20;608,00;6000,00;118,90;30,20;0,75;1524,00;200,00;195,00;395,00;3600,00;70,50;30,90;0,56;1577,90;30760,00;15447,00;1780,00;151,00;22,00;0,85;259,30;6300,00;91,00;28,80;0,68;1993,80;368,00;520,00;37,00;4,80;0,87;67,50;2244,00;22160,00;196,00;116,10;0,40;13126,40;152,00;85,20;44,00;30,90
83;D4;Control;-44;;09/10/08;;;;;20/05/09;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;D4;Control;-45;;22/10/08;15/10/10;;;05/12/09;17/06/09;F;150,00;5420,00;235,10;141,50;0,40;3262,10;611,00;5380,00;223,20;120,30;0,46;2899,70;184,00;181,00;365,00;3460,00;187,40;113,90;0,39;2103,00;25620,00;10644,00;2180,00;116,00;15,20;0,87;285,70;5600,00;58,00;19,40;0,67;1873,10;230,00;420,00;33,00;4,10;0,88;52,20;2203,00;17420,00;226,00;109,50;0,50;8432,80;135,00;84,60;37,00;24,90
